"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2017-03-12 14:59:25 +01:00"

Year,"Country / territory of asylum/residence",Origin,"Population type",Value
2015,Jordan,"Syrian Arab Rep.",Asylum-seekers,0
2015,Jordan,"Syrian Arab Rep.","Internally displaced persons",0
2015,Jordan,"Syrian Arab Rep.","Others of concern",0
2015,Jordan,"Syrian Arab Rep.","Returned IDPs",0
2015,Jordan,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",628223
2015,Jordan,"Syrian Arab Rep.",Returnees,0
2015,Jordan,"Syrian Arab Rep.",Stateless,0
2015,Japan,"Syrian Arab Rep.",Asylum-seekers,0
2015,Japan,"Syrian Arab Rep.","Internally displaced persons",0
2015,Japan,"Syrian Arab Rep.","Others of concern",0
2015,Japan,"Syrian Arab Rep.","Returned IDPs",0
2015,Japan,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",59
2015,Japan,"Syrian Arab Rep.",Returnees,0
2015,Japan,"Syrian Arab Rep.",Stateless,0
2015,Kazakhstan,"Syrian Arab Rep.",Asylum-seekers,16
2015,Kazakhstan,"Syrian Arab Rep.","Internally displaced persons",0
2015,Kazakhstan,"Syrian Arab Rep.","Others of concern",0
2015,Kazakhstan,"Syrian Arab Rep.","Returned IDPs",0
2015,Kazakhstan,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",23
2015,Kazakhstan,"Syrian Arab Rep.",Returnees,0
2015,Kazakhstan,"Syrian Arab Rep.",Stateless,0
2015,Kenya,"Syrian Arab Rep.",Asylum-seekers,8
2015,Kenya,"Syrian Arab Rep.","Internally displaced persons",0
2015,Kenya,"Syrian Arab Rep.","Others of concern",0
2015,Kenya,"Syrian Arab Rep.","Returned IDPs",0
2015,Kenya,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",9
2015,Kenya,"Syrian Arab Rep.",Returnees,0
2015,Kenya,"Syrian Arab Rep.",Stateless,0
2015,Kyrgyzstan,"Syrian Arab Rep.",Asylum-seekers,12
2015,Kyrgyzstan,"Syrian Arab Rep.","Internally displaced persons",0
2015,Kyrgyzstan,"Syrian Arab Rep.","Others of concern",0
2015,Kyrgyzstan,"Syrian Arab Rep.","Returned IDPs",0
2015,Kyrgyzstan,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",55
2015,Kyrgyzstan,"Syrian Arab Rep.",Returnees,0
2015,Kyrgyzstan,"Syrian Arab Rep.",Stateless,0
2015,Cambodia,"Syrian Arab Rep.",Asylum-seekers,*
2015,Cambodia,"Syrian Arab Rep.","Internally displaced persons",0
2015,Cambodia,"Syrian Arab Rep.","Others of concern",0
2015,Cambodia,"Syrian Arab Rep.","Returned IDPs",0
2015,Cambodia,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",0
2015,Cambodia,"Syrian Arab Rep.",Returnees,0
2015,Cambodia,"Syrian Arab Rep.",Stateless,0
2015,"Rep. of Korea","Syrian Arab Rep.",Asylum-seekers,320
2015,"Rep. of Korea","Syrian Arab Rep.","Internally displaced persons",0
2015,"Rep. of Korea","Syrian Arab Rep.","Others of concern",0
2015,"Rep. of Korea","Syrian Arab Rep.","Returned IDPs",0
2015,"Rep. of Korea","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",646
2015,"Rep. of Korea","Syrian Arab Rep.",Returnees,0
2015,"Rep. of Korea","Syrian Arab Rep.",Stateless,0
2015,Kuwait,"Syrian Arab Rep.",Asylum-seekers,6
2015,Kuwait,"Syrian Arab Rep.","Internally displaced persons",0
2015,Kuwait,"Syrian Arab Rep.","Others of concern",0
2015,Kuwait,"Syrian Arab Rep.","Returned IDPs",0
2015,Kuwait,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",14
2015,Kuwait,"Syrian Arab Rep.",Returnees,0
2015,Kuwait,"Syrian Arab Rep.",Stateless,0
2015,Lebanon,"Syrian Arab Rep.",Asylum-seekers,15
2015,Lebanon,"Syrian Arab Rep.","Internally displaced persons",0
2015,Lebanon,"Syrian Arab Rep.","Others of concern",2242
2015,Lebanon,"Syrian Arab Rep.","Returned IDPs",0
2015,Lebanon,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",1062690
2015,Lebanon,"Syrian Arab Rep.",Returnees,0
2015,Lebanon,"Syrian Arab Rep.",Stateless,0
2015,Liberia,"Syrian Arab Rep.",Asylum-seekers,*
2015,Liberia,"Syrian Arab Rep.","Internally displaced persons",0
2015,Liberia,"Syrian Arab Rep.","Others of concern",0
2015,Liberia,"Syrian Arab Rep.","Returned IDPs",0
2015,Liberia,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",6
2015,Liberia,"Syrian Arab Rep.",Returnees,0
2015,Liberia,"Syrian Arab Rep.",Stateless,0
2015,Libya,"Syrian Arab Rep.",Asylum-seekers,18591
2015,Libya,"Syrian Arab Rep.","Internally displaced persons",0
2015,Libya,"Syrian Arab Rep.","Others of concern",0
2015,Libya,"Syrian Arab Rep.","Returned IDPs",0
2015,Libya,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",97
2015,Libya,"Syrian Arab Rep.",Returnees,0
2015,Libya,"Syrian Arab Rep.",Stateless,0
2015,"Saint Lucia","Syrian Arab Rep.",Asylum-seekers,*
2015,"Saint Lucia","Syrian Arab Rep.","Internally displaced persons",0
2015,"Saint Lucia","Syrian Arab Rep.","Others of concern",0
2015,"Saint Lucia","Syrian Arab Rep.","Returned IDPs",0
2015,"Saint Lucia","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",0
2015,"Saint Lucia","Syrian Arab Rep.",Returnees,0
2015,"Saint Lucia","Syrian Arab Rep.",Stateless,0
2015,Liechtenstein,"Syrian Arab Rep.",Asylum-seekers,*
2015,Liechtenstein,"Syrian Arab Rep.","Internally displaced persons",0
2015,Liechtenstein,"Syrian Arab Rep.","Others of concern",0
2015,Liechtenstein,"Syrian Arab Rep.","Returned IDPs",0
2015,Liechtenstein,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",23
2015,Liechtenstein,"Syrian Arab Rep.",Returnees,0
2015,Liechtenstein,"Syrian Arab Rep.",Stateless,0
2015,"Sri Lanka","Syrian Arab Rep.",Asylum-seekers,11
2015,"Sri Lanka","Syrian Arab Rep.","Internally displaced persons",0
2015,"Sri Lanka","Syrian Arab Rep.","Others of concern",0
2015,"Sri Lanka","Syrian Arab Rep.","Returned IDPs",0
2015,"Sri Lanka","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",*
2015,"Sri Lanka","Syrian Arab Rep.",Returnees,0
2015,"Sri Lanka","Syrian Arab Rep.",Stateless,0
2015,Lithuania,"Syrian Arab Rep.",Asylum-seekers,5
2015,Lithuania,"Syrian Arab Rep.","Internally displaced persons",0
2015,Lithuania,"Syrian Arab Rep.","Others of concern",0
2015,Lithuania,"Syrian Arab Rep.","Returned IDPs",0
2015,Lithuania,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",23
2015,Lithuania,"Syrian Arab Rep.",Returnees,0
2015,Lithuania,"Syrian Arab Rep.",Stateless,0
2015,Luxembourg,"Syrian Arab Rep.",Asylum-seekers,591
2015,Luxembourg,"Syrian Arab Rep.","Internally displaced persons",0
2015,Luxembourg,"Syrian Arab Rep.","Others of concern",0
2015,Luxembourg,"Syrian Arab Rep.","Returned IDPs",0
2015,Luxembourg,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",177
2015,Luxembourg,"Syrian Arab Rep.",Returnees,0
2015,Luxembourg,"Syrian Arab Rep.",Stateless,0
2015,Latvia,"Syrian Arab Rep.",Asylum-seekers,*
2015,Latvia,"Syrian Arab Rep.","Internally displaced persons",0
2015,Latvia,"Syrian Arab Rep.","Others of concern",0
2015,Latvia,"Syrian Arab Rep.","Returned IDPs",0
2015,Latvia,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",65
2015,Latvia,"Syrian Arab Rep.",Returnees,0
2015,Latvia,"Syrian Arab Rep.",Stateless,0
2015,"China, Macao SAR","Syrian Arab Rep.",Asylum-seekers,*
2015,"China, Macao SAR","Syrian Arab Rep.","Internally displaced persons",0
2015,"China, Macao SAR","Syrian Arab Rep.","Others of concern",0
2015,"China, Macao SAR","Syrian Arab Rep.","Returned IDPs",0
2015,"China, Macao SAR","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",0
2015,"China, Macao SAR","Syrian Arab Rep.",Returnees,0
2015,"China, Macao SAR","Syrian Arab Rep.",Stateless,0
2015,Morocco,"Syrian Arab Rep.",Asylum-seekers,0
2015,Morocco,"Syrian Arab Rep.","Internally displaced persons",0
2015,Morocco,"Syrian Arab Rep.","Others of concern",0
2015,Morocco,"Syrian Arab Rep.","Returned IDPs",0
2015,Morocco,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",2619
2015,Morocco,"Syrian Arab Rep.",Returnees,0
2015,Morocco,"Syrian Arab Rep.",Stateless,0
2015,"Rep. of Moldova","Syrian Arab Rep.",Asylum-seekers,8
2015,"Rep. of Moldova","Syrian Arab Rep.","Internally displaced persons",0
2015,"Rep. of Moldova","Syrian Arab Rep.","Others of concern",0
2015,"Rep. of Moldova","Syrian Arab Rep.","Returned IDPs",0
2015,"Rep. of Moldova","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",206
2015,"Rep. of Moldova","Syrian Arab Rep.",Returnees,0
2015,"Rep. of Moldova","Syrian Arab Rep.",Stateless,0
2015,Mexico,"Syrian Arab Rep.",Asylum-seekers,0
2015,Mexico,"Syrian Arab Rep.","Internally displaced persons",0
2015,Mexico,"Syrian Arab Rep.","Others of concern",0
2015,Mexico,"Syrian Arab Rep.","Returned IDPs",0
2015,Mexico,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",18
2015,Mexico,"Syrian Arab Rep.",Returnees,0
2015,Mexico,"Syrian Arab Rep.",Stateless,0
2015,"The former Yugoslav Republic of Macedonia","Syrian Arab Rep.",Asylum-seekers,*
2015,"The former Yugoslav Republic of Macedonia","Syrian Arab Rep.","Internally displaced persons",0
2015,"The former Yugoslav Republic of Macedonia","Syrian Arab Rep.","Others of concern",0
2015,"The former Yugoslav Republic of Macedonia","Syrian Arab Rep.","Returned IDPs",0
2015,"The former Yugoslav Republic of Macedonia","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",13
2015,"The former Yugoslav Republic of Macedonia","Syrian Arab Rep.",Returnees,0
2015,"The former Yugoslav Republic of Macedonia","Syrian Arab Rep.",Stateless,0
2015,Mali,"Syrian Arab Rep.",Asylum-seekers,9
2015,Mali,"Syrian Arab Rep.","Internally displaced persons",0
2015,Mali,"Syrian Arab Rep.","Others of concern",0
2015,Mali,"Syrian Arab Rep.","Returned IDPs",0
2015,Mali,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",82
2015,Mali,"Syrian Arab Rep.",Returnees,0
2015,Mali,"Syrian Arab Rep.",Stateless,0
2015,Malta,"Syrian Arab Rep.",Asylum-seekers,160
2015,Malta,"Syrian Arab Rep.","Internally displaced persons",0
2015,Malta,"Syrian Arab Rep.","Others of concern",0
2015,Malta,"Syrian Arab Rep.","Returned IDPs",0
2015,Malta,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",1328
2015,Malta,"Syrian Arab Rep.",Returnees,0
2015,Malta,"Syrian Arab Rep.",Stateless,0
2015,Montenegro,"Syrian Arab Rep.",Asylum-seekers,0
2015,Montenegro,"Syrian Arab Rep.","Internally displaced persons",0
2015,Montenegro,"Syrian Arab Rep.","Others of concern",0
2015,Montenegro,"Syrian Arab Rep.","Returned IDPs",0
2015,Montenegro,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",*
2015,Montenegro,"Syrian Arab Rep.",Returnees,0
2015,Montenegro,"Syrian Arab Rep.",Stateless,0
2015,Mauritania,"Syrian Arab Rep.",Asylum-seekers,107
2015,Mauritania,"Syrian Arab Rep.","Internally displaced persons",0
2015,Mauritania,"Syrian Arab Rep.","Others of concern",0
2015,Mauritania,"Syrian Arab Rep.","Returned IDPs",0
2015,Mauritania,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",215
2015,Mauritania,"Syrian Arab Rep.",Returnees,0
2015,Mauritania,"Syrian Arab Rep.",Stateless,0
2015,Malaysia,"Syrian Arab Rep.",Asylum-seekers,829
2015,Malaysia,"Syrian Arab Rep.","Internally displaced persons",0
2015,Malaysia,"Syrian Arab Rep.","Others of concern",0
2015,Malaysia,"Syrian Arab Rep.","Returned IDPs",0
2015,Malaysia,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",473
2015,Malaysia,"Syrian Arab Rep.",Returnees,0
2015,Malaysia,"Syrian Arab Rep.",Stateless,0
2015,Niger,"Syrian Arab Rep.",Asylum-seekers,*
2015,Niger,"Syrian Arab Rep.","Internally displaced persons",0
2015,Niger,"Syrian Arab Rep.","Others of concern",0
2015,Niger,"Syrian Arab Rep.","Returned IDPs",0
2015,Niger,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",6
2015,Niger,"Syrian Arab Rep.",Returnees,0
2015,Niger,"Syrian Arab Rep.",Stateless,0
2015,Nigeria,"Syrian Arab Rep.",Asylum-seekers,41
2015,Nigeria,"Syrian Arab Rep.","Internally displaced persons",0
2015,Nigeria,"Syrian Arab Rep.","Others of concern",0
2015,Nigeria,"Syrian Arab Rep.","Returned IDPs",0
2015,Nigeria,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",32
2015,Nigeria,"Syrian Arab Rep.",Returnees,0
2015,Nigeria,"Syrian Arab Rep.",Stateless,0
2015,Netherlands,"Syrian Arab Rep.",Asylum-seekers,12718
2015,Netherlands,"Syrian Arab Rep.","Internally displaced persons",0
2015,Netherlands,"Syrian Arab Rep.","Others of concern",0
2015,Netherlands,"Syrian Arab Rep.","Returned IDPs",0
2015,Netherlands,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",16184
2015,Netherlands,"Syrian Arab Rep.",Returnees,0
2015,Netherlands,"Syrian Arab Rep.",Stateless,0
2015,Norway,"Syrian Arab Rep.",Asylum-seekers,9128
2015,Norway,"Syrian Arab Rep.","Internally displaced persons",0
2015,Norway,"Syrian Arab Rep.","Others of concern",0
2015,Norway,"Syrian Arab Rep.","Returned IDPs",0
2015,Norway,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",4121
2015,Norway,"Syrian Arab Rep.",Returnees,0
2015,Norway,"Syrian Arab Rep.",Stateless,0
2015,Nauru,"Syrian Arab Rep.",Asylum-seekers,*
2015,Nauru,"Syrian Arab Rep.","Internally displaced persons",0
2015,Nauru,"Syrian Arab Rep.","Others of concern",0
2015,Nauru,"Syrian Arab Rep.","Returned IDPs",0
2015,Nauru,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",*
2015,Nauru,"Syrian Arab Rep.",Returnees,0
2015,Nauru,"Syrian Arab Rep.",Stateless,0
2015,"New Zealand","Syrian Arab Rep.",Asylum-seekers,*
2015,"New Zealand","Syrian Arab Rep.","Internally displaced persons",0
2015,"New Zealand","Syrian Arab Rep.","Others of concern",0
2015,"New Zealand","Syrian Arab Rep.","Returned IDPs",0
2015,"New Zealand","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",52
2015,"New Zealand","Syrian Arab Rep.",Returnees,0
2015,"New Zealand","Syrian Arab Rep.",Stateless,0
2015,Oman,"Syrian Arab Rep.",Asylum-seekers,5
2015,Oman,"Syrian Arab Rep.","Internally displaced persons",0
2015,Oman,"Syrian Arab Rep.","Others of concern",0
2015,Oman,"Syrian Arab Rep.","Returned IDPs",0
2015,Oman,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",7
2015,Oman,"Syrian Arab Rep.",Returnees,0
2015,Oman,"Syrian Arab Rep.",Stateless,0
2015,Pakistan,"Syrian Arab Rep.",Asylum-seekers,9
2015,Pakistan,"Syrian Arab Rep.","Internally displaced persons",0
2015,Pakistan,"Syrian Arab Rep.","Others of concern",0
2015,Pakistan,"Syrian Arab Rep.","Returned IDPs",0
2015,Pakistan,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",16
2015,Pakistan,"Syrian Arab Rep.",Returnees,0
2015,Pakistan,"Syrian Arab Rep.",Stateless,0
2015,Peru,"Syrian Arab Rep.",Asylum-seekers,*
2015,Peru,"Syrian Arab Rep.","Internally displaced persons",0
2015,Peru,"Syrian Arab Rep.","Others of concern",0
2015,Peru,"Syrian Arab Rep.","Returned IDPs",0
2015,Peru,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",29
2015,Peru,"Syrian Arab Rep.",Returnees,0
2015,Peru,"Syrian Arab Rep.",Stateless,0
2015,Philippines,"Syrian Arab Rep.",Asylum-seekers,40
2015,Philippines,"Syrian Arab Rep.","Internally displaced persons",0
2015,Philippines,"Syrian Arab Rep.","Others of concern",0
2015,Philippines,"Syrian Arab Rep.","Returned IDPs",0
2015,Philippines,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",36
2015,Philippines,"Syrian Arab Rep.",Returnees,0
2015,Philippines,"Syrian Arab Rep.",Stateless,0
2015,"Papua New Guinea","Syrian Arab Rep.",Asylum-seekers,*
2015,"Papua New Guinea","Syrian Arab Rep.","Internally displaced persons",0
2015,"Papua New Guinea","Syrian Arab Rep.","Others of concern",0
2015,"Papua New Guinea","Syrian Arab Rep.","Returned IDPs",0
2015,"Papua New Guinea","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",*
2015,"Papua New Guinea","Syrian Arab Rep.",Returnees,0
2015,"Papua New Guinea","Syrian Arab Rep.",Stateless,0
2015,Poland,"Syrian Arab Rep.",Asylum-seekers,36
2015,Poland,"Syrian Arab Rep.","Internally displaced persons",0
2015,Poland,"Syrian Arab Rep.","Others of concern",0
2015,Poland,"Syrian Arab Rep.","Returned IDPs",0
2015,Poland,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",445
2015,Poland,"Syrian Arab Rep.",Returnees,0
2015,Poland,"Syrian Arab Rep.",Stateless,0
2015,Portugal,"Syrian Arab Rep.",Asylum-seekers,15
2015,Portugal,"Syrian Arab Rep.","Internally displaced persons",0
2015,Portugal,"Syrian Arab Rep.","Others of concern",0
2015,Portugal,"Syrian Arab Rep.","Returned IDPs",0
2015,Portugal,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",15
2015,Portugal,"Syrian Arab Rep.",Returnees,0
2015,Portugal,"Syrian Arab Rep.",Stateless,0
2015,Paraguay,"Syrian Arab Rep.",Asylum-seekers,27
2015,Paraguay,"Syrian Arab Rep.","Internally displaced persons",0
2015,Paraguay,"Syrian Arab Rep.","Others of concern",0
2015,Paraguay,"Syrian Arab Rep.","Returned IDPs",0
2015,Paraguay,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",30
2015,Paraguay,"Syrian Arab Rep.",Returnees,0
2015,Paraguay,"Syrian Arab Rep.",Stateless,0
2015,Qatar,"Syrian Arab Rep.",Asylum-seekers,0
2015,Qatar,"Syrian Arab Rep.","Internally displaced persons",0
2015,Qatar,"Syrian Arab Rep.","Others of concern",0
2015,Qatar,"Syrian Arab Rep.","Returned IDPs",0
2015,Qatar,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",14
2015,Qatar,"Syrian Arab Rep.",Returnees,0
2015,Qatar,"Syrian Arab Rep.",Stateless,0
2015,Romania,"Syrian Arab Rep.",Asylum-seekers,96
2015,Romania,"Syrian Arab Rep.","Internally displaced persons",0
2015,Romania,"Syrian Arab Rep.","Others of concern",0
2015,Romania,"Syrian Arab Rep.","Returned IDPs",0
2015,Romania,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",1591
2015,Romania,"Syrian Arab Rep.",Returnees,0
2015,Romania,"Syrian Arab Rep.",Stateless,0
2015,"Russian Federation","Syrian Arab Rep.",Asylum-seekers,393
2015,"Russian Federation","Syrian Arab Rep.","Internally displaced persons",0
2015,"Russian Federation","Syrian Arab Rep.","Others of concern",0
2015,"Russian Federation","Syrian Arab Rep.","Returned IDPs",0
2015,"Russian Federation","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",1304
2015,"Russian Federation","Syrian Arab Rep.",Returnees,0
2015,"Russian Federation","Syrian Arab Rep.",Stateless,0
2015,"Saudi Arabia","Syrian Arab Rep.",Asylum-seekers,0
2015,"Saudi Arabia","Syrian Arab Rep.","Internally displaced persons",0
2015,"Saudi Arabia","Syrian Arab Rep.","Others of concern",0
2015,"Saudi Arabia","Syrian Arab Rep.","Returned IDPs",0
2015,"Saudi Arabia","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",9
2015,"Saudi Arabia","Syrian Arab Rep.",Returnees,0
2015,"Saudi Arabia","Syrian Arab Rep.",Stateless,0
2015,Sudan,"Syrian Arab Rep.",Asylum-seekers,527
2015,Sudan,"Syrian Arab Rep.","Internally displaced persons",0
2015,Sudan,"Syrian Arab Rep.","Others of concern",0
2015,Sudan,"Syrian Arab Rep.","Returned IDPs",0
2015,Sudan,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",2692
2015,Sudan,"Syrian Arab Rep.",Returnees,0
2015,Sudan,"Syrian Arab Rep.",Stateless,0
2015,Senegal,"Syrian Arab Rep.",Asylum-seekers,21
2015,Senegal,"Syrian Arab Rep.","Internally displaced persons",0
2015,Senegal,"Syrian Arab Rep.","Others of concern",0
2015,Senegal,"Syrian Arab Rep.","Returned IDPs",0
2015,Senegal,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",0
2015,Senegal,"Syrian Arab Rep.",Returnees,0
2015,Senegal,"Syrian Arab Rep.",Stateless,0
2015,"El Salvador","Syrian Arab Rep.",Asylum-seekers,0
2015,"El Salvador","Syrian Arab Rep.","Internally displaced persons",0
2015,"El Salvador","Syrian Arab Rep.","Others of concern",0
2015,"El Salvador","Syrian Arab Rep.","Returned IDPs",0
2015,"El Salvador","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",5
2015,"El Salvador","Syrian Arab Rep.",Returnees,0
2015,"El Salvador","Syrian Arab Rep.",Stateless,0
2015,Somalia,"Syrian Arab Rep.",Asylum-seekers,101
2015,Somalia,"Syrian Arab Rep.","Internally displaced persons",0
2015,Somalia,"Syrian Arab Rep.","Others of concern",0
2015,Somalia,"Syrian Arab Rep.","Returned IDPs",0
2015,Somalia,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",24
2015,Somalia,"Syrian Arab Rep.",Returnees,0
2015,Somalia,"Syrian Arab Rep.",Stateless,0
2015,"Serbia and Kosovo (S/RES/1244 (1999))","Syrian Arab Rep.",Asylum-seekers,0
2015,"Serbia and Kosovo (S/RES/1244 (1999))","Syrian Arab Rep.","Internally displaced persons",0
2015,"Serbia and Kosovo (S/RES/1244 (1999))","Syrian Arab Rep.","Others of concern",0
2015,"Serbia and Kosovo (S/RES/1244 (1999))","Syrian Arab Rep.","Returned IDPs",0
2015,"Serbia and Kosovo (S/RES/1244 (1999))","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",11
2015,"Serbia and Kosovo (S/RES/1244 (1999))","Syrian Arab Rep.",Returnees,0
2015,"Serbia and Kosovo (S/RES/1244 (1999))","Syrian Arab Rep.",Stateless,0
2015,"South Sudan","Syrian Arab Rep.",Asylum-seekers,0
2015,"South Sudan","Syrian Arab Rep.","Internally displaced persons",0
2015,"South Sudan","Syrian Arab Rep.","Others of concern",0
2015,"South Sudan","Syrian Arab Rep.","Returned IDPs",0
2015,"South Sudan","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",*
2015,"South Sudan","Syrian Arab Rep.",Returnees,0
2015,"South Sudan","Syrian Arab Rep.",Stateless,0
2015,Slovakia,"Syrian Arab Rep.",Asylum-seekers,0
2015,Slovakia,"Syrian Arab Rep.","Internally displaced persons",0
2015,Slovakia,"Syrian Arab Rep.","Others of concern",0
2015,Slovakia,"Syrian Arab Rep.","Returned IDPs",0
2015,Slovakia,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",47
2015,Slovakia,"Syrian Arab Rep.",Returnees,0
2015,Slovakia,"Syrian Arab Rep.",Stateless,0
2015,Slovenia,"Syrian Arab Rep.",Asylum-seekers,9
2015,Slovenia,"Syrian Arab Rep.","Internally displaced persons",0
2015,Slovenia,"Syrian Arab Rep.","Others of concern",0
2015,Slovenia,"Syrian Arab Rep.","Returned IDPs",0
2015,Slovenia,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",30
2015,Slovenia,"Syrian Arab Rep.",Returnees,0
2015,Slovenia,"Syrian Arab Rep.",Stateless,0
2015,Sweden,"Syrian Arab Rep.",Asylum-seekers,49286
2015,Sweden,"Syrian Arab Rep.","Internally displaced persons",0
2015,Sweden,"Syrian Arab Rep.","Others of concern",0
2015,Sweden,"Syrian Arab Rep.","Returned IDPs",0
2015,Sweden,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",52707
2015,Sweden,"Syrian Arab Rep.",Returnees,0
2015,Sweden,"Syrian Arab Rep.",Stateless,0
2015,"Sint Maarten (Dutch part)","Syrian Arab Rep.",Asylum-seekers,*
2015,"Sint Maarten (Dutch part)","Syrian Arab Rep.","Internally displaced persons",0
2015,"Sint Maarten (Dutch part)","Syrian Arab Rep.","Others of concern",0
2015,"Sint Maarten (Dutch part)","Syrian Arab Rep.","Returned IDPs",0
2015,"Sint Maarten (Dutch part)","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",0
2015,"Sint Maarten (Dutch part)","Syrian Arab Rep.",Returnees,0
2015,"Sint Maarten (Dutch part)","Syrian Arab Rep.",Stateless,0
2015,"Syrian Arab Rep.","Syrian Arab Rep.",Asylum-seekers,0
2015,"Syrian Arab Rep.","Syrian Arab Rep.","Internally displaced persons",6563462
2015,"Syrian Arab Rep.","Syrian Arab Rep.","Others of concern",0
2015,"Syrian Arab Rep.","Syrian Arab Rep.","Returned IDPs",0
2015,"Syrian Arab Rep.","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",0
2015,"Syrian Arab Rep.","Syrian Arab Rep.",Returnees,0
2015,"Syrian Arab Rep.","Syrian Arab Rep.",Stateless,0
2015,Chad,"Syrian Arab Rep.",Asylum-seekers,22
2015,Chad,"Syrian Arab Rep.","Internally displaced persons",0
2015,Chad,"Syrian Arab Rep.","Others of concern",0
2015,Chad,"Syrian Arab Rep.","Returned IDPs",0
2015,Chad,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",6
2015,Chad,"Syrian Arab Rep.",Returnees,0
2015,Chad,"Syrian Arab Rep.",Stateless,0
2015,Togo,"Syrian Arab Rep.",Asylum-seekers,6
2015,Togo,"Syrian Arab Rep.","Internally displaced persons",0
2015,Togo,"Syrian Arab Rep.","Others of concern",0
2015,Togo,"Syrian Arab Rep.","Returned IDPs",0
2015,Togo,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",*
2015,Togo,"Syrian Arab Rep.",Returnees,0
2015,Togo,"Syrian Arab Rep.",Stateless,0
2015,Thailand,"Syrian Arab Rep.",Asylum-seekers,245
2015,Thailand,"Syrian Arab Rep.","Internally displaced persons",0
2015,Thailand,"Syrian Arab Rep.","Others of concern",0
2015,Thailand,"Syrian Arab Rep.","Returned IDPs",0
2015,Thailand,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",95
2015,Thailand,"Syrian Arab Rep.",Returnees,0
2015,Thailand,"Syrian Arab Rep.",Stateless,0
2015,"Trinidad and Tobago","Syrian Arab Rep.",Asylum-seekers,25
2015,"Trinidad and Tobago","Syrian Arab Rep.","Internally displaced persons",0
2015,"Trinidad and Tobago","Syrian Arab Rep.","Others of concern",0
2015,"Trinidad and Tobago","Syrian Arab Rep.","Returned IDPs",0
2015,"Trinidad and Tobago","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",22
2015,"Trinidad and Tobago","Syrian Arab Rep.",Returnees,0
